model,file_name,car_id,car_score,avg_gt_depth,avg_pred_depth,rmse,horizontal_angle
VideoDepth_Relative,0000000009.png,0,0.980117,11.456262226134585,10.294822417247595,4.154807655500904,-11.248816221396028
VideoDepth_Metric,0000000009.png,2,0.989783,16.23471937972292,15.976959543033571,1.6193723416965258,-1.8265200691601147
VideoDepth_Relative,0000000009.png,2,0.989783,16.23471937972292,15.657421211908607,3.3090679720392977,-1.8265200691601147
VideoDepth_Metric,0000000009.png,4,0.997166,4.590893889126712,4.843018149319617,1.5469576983068014,-30.53609839287345
VideoDepth_Relative,0000000009.png,4,0.997166,4.590893889126712,4.726492267765411,1.9228510002887482,-30.53609839287345
VideoDepth_Metric,0000000009.png,6,0.980737,27.55331583969466,26.24155336907432,3.6331827564109926,6.492886563288468
VideoDepth_Relative,0000000009.png,6,0.980737,27.55331583969466,25.35730788058604,6.814901099163091,6.492886563288468
VideoDepth_Metric,0000000010.png,0,0.904713,10.852318196114062,10.132488423282926,2.5074839236231297,-11.873358703511618
VideoDepth_Relative,0000000010.png,0,0.904713,10.852318196114062,9.577927433204204,3.72688639906247,-11.873358703511618
VideoDepth_Metric,0000000010.png,2,0.997681,4.359085648148148,4.4249653520748815,1.3145549123601061,-31.466251159724607
VideoDepth_Relative,0000000010.png,2,0.997681,4.359085648148148,4.349181189903846,1.6881300244252833,-31.466251159724607
VideoDepth_Metric,0000000010.png,3,0.963287,28.04049687046444,25.787826684855848,4.950322330827437,6.466038232302558
VideoDepth_Relative,0000000010.png,3,0.963287,28.04049687046444,23.56257893616724,9.822354153116615,6.466038232302558
VideoDepth_Metric,0000000010.png,4,0.9861,15.974249015101773,15.718703892418786,1.5412250643608256,-2.1319923504337246
VideoDepth_Relative,0000000010.png,4,0.9861,15.974249015101773,15.065168501381592,3.2464176912760103,-2.1319923504337246
VideoDepth_Metric,0000000011.png,0,0.99094,10.278106332613117,9.580770933020826,2.1863864685213668,-12.438827152705374
VideoDepth_Relative,0000000011.png,0,0.99094,10.278106332613117,8.997696338186497,3.413222208709622,-12.438827152705374
VideoDepth_Metric,0000000011.png,2,0.993973,15.564615560545576,15.402375308195149,1.2830053426725907,-2.447264122450706
VideoDepth_Relative,0000000011.png,2,0.993973,15.564615560545576,15.05942054692698,2.4915973285490325,-2.447264122450706
VideoDepth_Metric,0000000011.png,4,0.998232,4.05467932792887,3.8778560755815468,1.5297775501887034,-32.479774890066075
VideoDepth_Relative,0000000011.png,4,0.998232,4.05467932792887,3.7620521705020926,1.9832360093158337,-32.479774890066075
VideoDepth_Metric,0000000011.png,5,0.987587,27.59444923452221,25.27832508638803,5.153108103110862,6.650765583351892
VideoDepth_Relative,0000000011.png,5,0.987587,27.59444923452221,24.502646899912,10.016870704302963,6.650765583351892
VideoDepth_Metric,0000000012.png,0,0.962006,9.779404481132076,9.0435649722261,2.0845359625515214,-13.119114932273018
VideoDepth_Relative,0000000012.png,0,0.962006,9.779404481132076,8.494471280463838,3.4447589923075665,-13.119114932273018
VideoDepth_Metric,0000000012.png,2,0.998057,3.6708898460410557,3.378206790918078,1.319715730719715,-33.71061515862224
VideoDepth_Relative,0000000012.png,2,0.998057,3.6708898460410557,3.3180908919079912,1.5847601771265603,-33.71061515862224
VideoDepth_Metric,0000000012.png,5,0.983741,26.62850656548431,24.569342287466153,4.677074580191322,6.822078941186945
VideoDepth_Relative,0000000012.png,5,0.983741,26.62850656548431,21.6459164677126,9.7767328864287,6.822078941186945
VideoDepth_Metric,0000000012.png,6,0.99669,15.246532957757537,15.115309370543866,1.0450215423320333,-2.782944328347388
VideoDepth_Relative,0000000012.png,6,0.99669,15.246532957757537,15.162311240855972,2.425894758132077,-2.782944328347388
VideoDepth_Metric,0000000013.png,0,0.955087,9.07192574976292,8.502977404201168,1.494624238999602,-13.844888885405503
VideoDepth_Relative,0000000013.png,0,0.955087,9.07192574976292,7.788100723377758,2.776421591563067,-13.844888885405503
VideoDepth_Metric,0000000013.png,4,0.997127,3.298854518581081,2.9745305448567696,1.0911988467051275,-35.274894810582715
VideoDepth_Relative,0000000013.png,4,0.997127,3.298854518581081,2.969584697001689,1.1110459940193238,-35.274894810582715
VideoDepth_Metric,0000000013.png,5,0.98971,25.964278990963855,24.16298879642033,4.1395647353403024,7.040693488192387
VideoDepth_Relative,0000000013.png,5,0.98971,25.964278990963855,21.907979574548193,8.282029079556228,7.040693488192387
VideoDepth_Metric,0000000013.png,6,0.994626,14.864469659391535,14.717136664104006,0.6892476870573118,-3.0955406230938296
VideoDepth_Relative,0000000013.png,6,0.994626,14.864469659391535,14.492076667906746,2.004447522312237,-3.0955406230938296
VideoDepth_Metric,0000000014.png,0,0.965414,8.48913357387182,7.946416640215012,1.6554390759587456,-14.691131148912234
VideoDepth_Relative,0000000014.png,0,0.965414,8.48913357387182,7.621478777637031,2.7396595582785173,-14.691131148912234
VideoDepth_Metric,0000000014.png,1,0.98779,4.636418269230769,2.9126873471749803,2.644361413479632,-37.24001322632898
VideoDepth_Relative,0000000014.png,1,0.98779,4.636418269230769,2.5270357572115385,3.217064342392496,-37.24001322632898
VideoDepth_Metric,0000000014.png,2,0.988506,25.14303858668959,23.470751548430353,4.1516124575885955,7.112570712203989
VideoDepth_Relative,0000000014.png,2,0.988506,25.14303858668959,22.716040182956775,8.075272908483493,7.112570712203989
VideoDepth_Metric,0000000014.png,3,0.996008,14.5205683579504,14.387752548284746,0.9018202138147973,-3.385443981718227
VideoDepth_Relative,0000000014.png,3,0.996008,14.5205683579504,13.913841248842788,2.04608181733447,-3.385443981718227
VideoDepth_Metric,0000000015.png,0,0.930846,7.926181657205008,7.432314259761,1.1506897561934222,-15.666490658798304
VideoDepth_Relative,0000000015.png,0,0.930846,7.926181657205008,6.869188511965694,2.3128434355574155,-15.666490658798304
VideoDepth_Metric,0000000015.png,1,0.977836,24.971572622508305,22.960683670615737,4.667944837745438,7.231314795371239
VideoDepth_Relative,0000000015.png,1,0.977836,24.971572622508305,21.724697379178778,8.82316175241727,7.231314795371239
VideoDepth_Metric,0000000015.png,2,0.994165,14.130832266192995,14.0287788453793,0.6082902898952357,-3.7555375445361805
VideoDepth_Relative,0000000015.png,2,0.994165,14.130832266192995,13.885829322951091,1.908352828660578,-3.7555375445361805
VideoDepth_Metric,0000000015.png,3,0.917146,70.73828125,71.3543952907499,1.294683333166542,0.6022119096877738
VideoDepth_Relative,0000000015.png,3,0.917146,70.73828125,74.16666666666667,5.192161579738942,0.6022119096877738
VideoDepth_Metric,0000000015.png,4,0.911927,34.76030927835052,35.38826835695186,5.473771155584996,5.194905115081915
VideoDepth_Relative,0000000015.png,4,0.911927,34.76030927835052,35.11469072164949,11.640063227862983,5.194905115081915
VideoDepth_Metric,0000000016.png,0,0.948958,7.35829595744117,6.853454626743571,1.277013285879034,-16.75856961186453
VideoDepth_Relative,0000000016.png,0,0.948958,7.35829595744117,6.319311049485713,2.3478022111245234,-16.75856961186453
VideoDepth_Metric,0000000016.png,3,0.991473,13.813801132213294,13.69236202679741,0.8268602814664237,-4.270747572336059
VideoDepth_Relative,0000000016.png,3,0.991473,13.813801132213294,13.080838137848273,1.8305701004800097,-4.270747572336059
VideoDepth_Metric,0000000016.png,4,0.923167,52.7529296875,70.56530995392453,32.358326319775806,0.09400222749382896
VideoDepth_Relative,0000000016.png,4,0.923167,52.7529296875,74.127197265625,37.33727962989511,0.09400222749382896
VideoDepth_Metric,0000000016.png,5,0.916904,34.51455543154762,34.96888590552997,6.0561139006869915,5.328572944016871
VideoDepth_Relative,0000000016.png,5,0.916904,34.51455543154762,32.01695033482143,10.36436349855172,5.328572944016871
VideoDepth_Metric,0000000016.png,7,0.987448,24.782136502606257,22.401455885169455,5.186056398713492,7.309386018632392
VideoDepth_Relative,0000000016.png,7,0.987448,24.782136502606257,20.634260702247897,9.233378576383993,7.309386018632392
VideoDepth_Metric,0000000017.png,0,0.987732,6.816339876587373,6.314364677441487,1.4241943172733122,-18.090195343026938
VideoDepth_Relative,0000000017.png,0,0.987732,6.816339876587373,5.992514002717745,2.346326045246739,-18.090195343026938
VideoDepth_Metric,0000000017.png,3,0.99135,13.439437898653438,13.37732606877722,0.745150530541506,-4.8680159507694905
VideoDepth_Relative,0000000017.png,3,0.99135,13.439437898653438,13.114675746051434,1.696272269956697,-4.8680159507694905
VideoDepth_Metric,0000000017.png,6,0.920191,70.09604779411765,69.92201395755687,0.798564365925457,0.12063883602632469
VideoDepth_Relative,0000000017.png,6,0.920191,70.09604779411765,68.67340686274508,5.938644335648531,0.12063883602632469
VideoDepth_Metric,0000000017.png,7,0.981287,24.24475976707498,21.914915163527365,5.135109077777619,7.348260852375211
VideoDepth_Relative,0000000017.png,7,0.981287,24.24475976707498,20.557047707289346,9.012868170136619,7.348260852375211
VideoDepth_Metric,0000000018.png,0,0.975624,6.311462055616639,5.8344573452297555,1.2602690962973084,-19.69527067479327
VideoDepth_Relative,0000000018.png,0,0.975624,6.311462055616639,5.463266432449148,2.167623101985107,-19.69527067479327
VideoDepth_Metric,0000000018.png,1,0.971793,24.087289964142762,21.493970558640786,5.354015450200132,7.220303506591555
VideoDepth_Relative,0000000018.png,1,0.971793,24.087289964142762,19.579833246674255,9.604766310188676,7.220303506591555
VideoDepth_Metric,0000000018.png,2,0.994012,13.08245112120089,12.991060716563336,0.559263269952172,-5.422625472520801
VideoDepth_Relative,0000000018.png,2,0.994012,13.08245112120089,12.534102428203525,1.6372288441363414,-5.422625472520801
VideoDepth_Metric,0000000018.png,3,0.905938,69.479248046875,69.70880387419754,0.48767804846189466,-0.4449105756840847
VideoDepth_Relative,0000000018.png,3,0.905938,69.479248046875,74.0948486328125,6.975678237289438,-0.4449105756840847
VideoDepth_Metric,0000000018.png,4,0.916768,21.631283967391305,12.86481692457797,15.795826359103838,-4.364210079118587
VideoDepth_Relative,0000000018.png,4,0.916768,21.631283967391305,14.685377038043478,16.591877524866685,-4.364210079118587
VideoDepth_Metric,0000000019.png,0,0.997842,5.710801936053985,5.196030227358751,1.296928563425903,-21.643140284905787
VideoDepth_Relative,0000000019.png,0,0.997842,5.710801936053985,4.83254645158871,2.110758579267978,-21.643140284905787
VideoDepth_Metric,0000000019.png,2,0.95207,23.786803646507114,20.993620840168077,5.5598637048518675,7.188822670635453
VideoDepth_Relative,0000000019.png,2,0.95207,23.786803646507114,18.411929980595083,10.079503102950724,7.188822670635453
VideoDepth_Metric,0000000019.png,3,0.951659,37.03185096153846,46.98970069520336,17.27806089431416,-3.9526578643884585
VideoDepth_Relative,0000000019.png,3,0.951659,37.03185096153846,47.06640625,19.510531032780147,-3.9526578643884585
VideoDepth_Metric,0000000019.png,4,0.994921,12.8892578125,12.732347390817534,1.6677769483475413,-6.397047545014494
VideoDepth_Relative,0000000019.png,4,0.994921,12.8892578125,12.272974137931033,2.6134046725240876,-6.397047545014494
VideoDepth_Metric,0000000019.png,5,0.910788,68.93033854166667,68.88992735886166,0.43390068326592757,-0.16260034766784415
VideoDepth_Relative,0000000019.png,5,0.910788,68.93033854166667,68.939453125,0.08521685295758576,-0.16260034766784415
VideoDepth_Metric,0000000020.png,0,0.997965,5.469421545887663,5.06113851217002,1.3866188991291701,-23.437377187368593
VideoDepth_Relative,0000000020.png,0,0.997965,5.469421545887663,4.8520341393900015,2.1930263977050464,-23.437377187368593
VideoDepth_Metric,0000000020.png,1,0.972174,23.015262863102596,20.363115211102386,5.463508883751968,7.004293413553065
VideoDepth_Relative,0000000020.png,1,0.972174,23.015262863102596,18.095634721363822,9.699257858286105,7.004293413553065
VideoDepth_Metric,0000000020.png,2,0.944166,68.36979166666667,68.23427411702029,0.18418302939421372,-0.4401514605693237
VideoDepth_Relative,0000000020.png,2,0.944166,68.36979166666667,68.33203125,0.0724852378110249,-0.4401514605693237
VideoDepth_Metric,0000000020.png,3,0.930118,46.047861426767675,46.29689818130282,11.702838767238637,-3.340148480362233
VideoDepth_Relative,0000000020.png,3,0.930118,46.047861426767675,41.51074810606061,14.832673863631891,-3.340148480362233
VideoDepth_Metric,0000000020.png,4,0.981413,12.54558067135896,12.224625471841156,2.9213262935934248,-7.088113850523674
VideoDepth_Relative,0000000020.png,4,0.981413,12.54558067135896,11.755902448790833,4.021725394489294,-7.088113850523674
VideoDepth_Metric,0000000021.png,0,0.994883,5.287333943674921,5.09615745685724,1.4812741076148632,-25.686094958749855
VideoDepth_Relative,0000000021.png,0,0.994883,5.287333943674921,4.931419279960222,2.2277883859589744,-25.686094958749855
VideoDepth_Metric,0000000021.png,1,0.961325,12.129609800222662,11.856640280025246,2.2885962204898926,-8.272010147429743
VideoDepth_Relative,0000000021.png,1,0.961325,12.129609800222662,11.556450047934192,3.2622929039111517,-8.272010147429743
VideoDepth_Metric,0000000021.png,2,0.973339,33.51022046232877,24.24301703170372,16.356999221128813,-5.378172119021781
VideoDepth_Relative,0000000021.png,2,0.973339,33.51022046232877,26.2367241010274,20.68523483974357,-5.378172119021781
VideoDepth_Metric,0000000021.png,4,0.977583,22.20685044914738,19.84647212248653,5.08676748369395,6.909238675903694
VideoDepth_Relative,0000000021.png,4,0.977583,22.20685044914738,17.911840024022197,8.961482767162343,6.909238675903694
VideoDepth_Metric,0000000021.png,6,0.936251,54.342578125,47.93991361660346,12.230891661673134,-3.2553811556670045
VideoDepth_Relative,0000000021.png,6,0.936251,54.342578125,53.295247395833336,15.159874325032554,-3.2553811556670045
VideoDepth_Metric,0000000021.png,7,0.914977,51.587480709876544,53.72946116928489,7.474826069642297,2.102592079515757
VideoDepth_Relative,0000000021.png,7,0.914977,51.587480709876544,53.65793788580247,11.870200211214627,2.102592079515757
VideoDepth_Metric,0000000022.png,0,0.928501,31.15216064453125,31.889008818583044,6.184373430444536,4.708495571573322
VideoDepth_Relative,0000000022.png,0,0.928501,31.15216064453125,31.523971557617188,10.194604336782602,4.708495571573322
VideoDepth_Metric,0000000022.png,1,0.954134,11.893274044296117,11.430766294893585,2.1775255617486207,-9.194239360015134
VideoDepth_Relative,0000000022.png,1,0.954134,11.893274044296117,10.998862868971186,3.5121550103660515,-9.194239360015134
VideoDepth_Metric,0000000022.png,2,0.964265,68.30078125,68.3007809491155,3.0088449420873076e-07,-1.1927216626785149
VideoDepth_Relative,0000000022.png,2,0.964265,68.30078125,68.30078125,0.0,-1.1927216626785149
VideoDepth_Metric,0000000022.png,3,0.993352,5.199988378824025,4.826537415790886,1.6687236242570196,-27.155050611964732
VideoDepth_Relative,0000000022.png,3,0.993352,5.199988378824025,4.592447447513294,2.3634755498405307,-27.155050611964732
VideoDepth_Metric,0000000022.png,4,0.971753,21.150666931020517,19.075654403473646,4.679918236710236,6.84922543707317
VideoDepth_Relative,0000000022.png,4,0.971753,21.150666931020517,17.2620820885316,8.20719767684165,6.84922543707317
VideoDepth_Metric,0000000022.png,5,0.960031,30.432730056532662,23.12161383268004,13.690557617810093,-5.980122879658056
VideoDepth_Relative,0000000022.png,5,0.960031,30.432730056532662,21.65334484924623,18.400004711404723,-5.980122879658056
VideoDepth_Metric,0000000022.png,7,0.958287,54.21616417253521,47.32816419765757,12.948631804871372,-3.770217337927347
VideoDepth_Relative,0000000022.png,7,0.958287,54.21616417253521,48.308442451584504,20.14404356261807,-3.770217337927347
VideoDepth_Metric,0000000023.png,0,0.983106,11.839585084712882,11.031552761712256,3.0639542732255753,-10.361305212869794
VideoDepth_Relative,0000000023.png,0,0.983106,11.839585084712882,10.492531039834454,4.640364195861918,-10.361305212869794
VideoDepth_Metric,0000000023.png,1,0.997236,4.829828970908525,4.661837353373542,1.5711125052725732,-28.8297748913325
VideoDepth_Relative,0000000023.png,1,0.997236,4.829828970908525,4.328370447164748,2.1467722310238777,-28.8297748913325
VideoDepth_Metric,0000000023.png,4,0.952299,49.61345108695652,44.56909919161687,10.435411437121484,-4.371116373760252
VideoDepth_Relative,0000000023.png,4,0.952299,49.61345108695652,40.947860054347835,15.342562426197192,-4.371116373760252
VideoDepth_Metric,0000000023.png,5,0.969056,20.032152510367297,18.55963457531417,3.4196408359237758,6.9516756351851825
VideoDepth_Relative,0000000023.png,5,0.969056,20.032152510367297,17.451581597655277,5.815882759932553,6.9516756351851825
VideoDepth_Metric,0000000023.png,6,0.970914,26.201131465517243,22.19729849751589,10.305694903660887,-6.761627894937778
VideoDepth_Relative,0000000023.png,6,0.970914,26.201131465517243,19.626351880877742,16.442080382815465,-6.761627894937778
VideoDepth_Metric,0000000024.png,0,0.917531,11.62689627528367,10.62192122700699,3.2585561037313613,-11.34913043745641
VideoDepth_Relative,0000000024.png,0,0.917531,11.62689627528367,10.303184114069438,4.894992901750656,-11.34913043745641
VideoDepth_Metric,0000000024.png,1,0.99779,4.539023738974642,4.115253069430785,2.15203436429448,-30.213069541941703
VideoDepth_Relative,0000000024.png,1,0.99779,4.539023738974642,3.8790420212582695,2.755053777014046,-30.213069541941703
VideoDepth_Metric,0000000024.png,3,0.975215,46.7860401459854,44.01022080585168,7.503859402588888,-4.836909381840303
VideoDepth_Relative,0000000024.png,3,0.975215,46.7860401459854,41.38285812043796,12.869275340594829,-4.836909381840303
VideoDepth_Metric,0000000024.png,4,0.975626,20.768953623670214,18.107344726935985,5.444764731994381,6.406684189204084
VideoDepth_Relative,0000000024.png,4,0.975626,20.768953623670214,17.060863027540595,9.50972033029256,6.406684189204084
VideoDepth_Metric,0000000024.png,5,0.970512,22.08565463362069,21.320890000923338,4.142091344164461,-7.279293066059092
VideoDepth_Relative,0000000024.png,5,0.970512,22.08565463362069,19.597421875000002,7.510164344222834,-7.279293066059092
VideoDepth_Metric,0000000024.png,6,0.95086,51.245582217261905,51.878178545165675,5.048721867270063,1.2726963548497325
VideoDepth_Relative,0000000024.png,6,0.95086,51.245582217261905,50.836344401041664,9.446568045589622,1.2726963548497325
VideoDepth_Metric,0000000025.png,0,0.966937,10.346467032241014,10.08679770535237,1.4994540142008579,-12.621581683206589
VideoDepth_Relative,0000000025.png,0,0.966937,10.346467032241014,9.759933743581996,2.499338058824859,-12.621581683206589
VideoDepth_Metric,0000000025.png,1,0.996949,4.065917686016213,4.080965272181552,1.2409092082282662,-31.33032300800845
VideoDepth_Relative,0000000025.png,1,0.996949,4.065917686016213,3.9603030453821657,1.6015959913848141,-31.33032300800845
VideoDepth_Metric,0000000025.png,2,0.936859,49.574554771505376,51.430172924084815,7.070607601592677,0.9935292039462169
VideoDepth_Relative,0000000025.png,2,0.936859,49.574554771505376,51.09429603494624,12.348728394819142,0.9935292039462169
VideoDepth_Metric,0000000025.png,3,0.937229,65.6298828125,65.29869945924591,0.8409212496583538,-2.14201142905788
VideoDepth_Relative,0000000025.png,3,0.937229,65.6298828125,65.369140625,9.609861952407794,-2.14201142905788
VideoDepth_Metric,0000000025.png,4,0.989537,20.68448539402174,20.433715548597924,2.83803198861552,-7.642983941327593
VideoDepth_Relative,0000000025.png,4,0.989537,20.68448539402174,19.4992369824968,5.056653899156493,-7.642983941327593
VideoDepth_Metric,0000000025.png,6,0.965782,19.396700840181204,17.205995412740204,4.783474282314041,6.330201332452374
VideoDepth_Relative,0000000025.png,6,0.965782,19.396700840181204,15.195887820006321,8.51503738260534,6.330201332452374
VideoDepth_Metric,0000000025.png,7,0.957063,44.84871199324324,43.26127087201267,4.535165869981458,-5.45352987522154
VideoDepth_Relative,0000000025.png,7,0.957063,44.84871199324324,41.665276604729726,7.4865937288173585,-5.45352987522154
VideoDepth_Metric,0000000026.png,0,0.974229,9.656614943771626,9.521806018046185,0.9667821627901644,-14.01710794307247
VideoDepth_Relative,0000000026.png,0,0.974229,9.656614943771626,9.2904892146147,1.8424729482178286,-14.01710794307247
VideoDepth_Metric,0000000026.png,1,0.997978,3.754182832201746,3.6588614921843017,0.8049762103434563,-32.746253396316234
VideoDepth_Relative,0000000026.png,1,0.997978,3.754182832201746,3.575575044707808,1.0402167374869253,-32.746253396316234
VideoDepth_Metric,0000000026.png,2,0.946557,8.052832620724345,8.0253270199111,0.3924329260709998,34.18100704541896
VideoDepth_Relative,0000000026.png,2,0.946557,8.052832620724345,8.131531998776195,0.7960312767070634,34.18100704541896
VideoDepth_Metric,0000000026.png,3,0.906188,45.979268292682924,42.70755775132566,7.688842954806326,-5.756714861771167
VideoDepth_Relative,0000000026.png,3,0.906188,45.979268292682924,40.52148246951219,11.63668327550697,-5.756714861771167
VideoDepth_Metric,0000000026.png,4,0.931223,50.04159512362637,50.72119158005338,4.933865472118369,0.48140242714143283
VideoDepth_Relative,0000000026.png,4,0.931223,50.04159512362637,49.466614440247255,9.680016898235822,0.48140242714143283
VideoDepth_Metric,0000000026.png,5,0.964729,64.93896484375,64.6431566280198,0.910239369112055,-2.777022178780617
VideoDepth_Relative,0000000026.png,5,0.964729,64.93896484375,58.64605712890625,10.28747155120689,-2.777022178780617
VideoDepth_Metric,0000000026.png,6,0.993935,19.74286762600229,19.628422157826368,1.802640477930972,-8.35900972018807
VideoDepth_Relative,0000000026.png,6,0.993935,19.74286762600229,19.359197510977474,3.1562507190546225,-8.35900972018807
VideoDepth_Metric,0000000026.png,7,0.967339,17.515780049615877,16.692786447839413,2.1076288007972814,6.967837194231924
VideoDepth_Relative,0000000026.png,7,0.967339,17.515780049615877,15.799119631325503,3.997450396477484,6.967837194231924
VideoDepth_Metric,0000000026.png,8,0.945704,26.647166792168676,29.0146388495095,5.307765960959128,3.944666351441231
VideoDepth_Relative,0000000026.png,8,0.945704,26.647166792168676,32.30409920933735,14.007193014470516,3.944666351441231
VideoDepth_Metric,0000000027.png,0,0.983527,9.13402968260188,9.001705965951741,0.9201084559401798,-15.215535984681773
VideoDepth_Relative,0000000027.png,0,0.983527,9.13402968260188,8.82174908249866,1.6502757966720685,-15.215535984681773
VideoDepth_Metric,0000000027.png,1,0.989795,7.319663044305725,7.357091245719299,0.5912507518443586,36.946752891178846
VideoDepth_Relative,0000000027.png,1,0.989795,7.319663044305725,7.222335661540804,1.2211400416658094,36.946752891178846
VideoDepth_Metric,0000000027.png,2,0.922874,49.16497171336207,49.799730563659075,5.540244950000688,0.18753922757185681
VideoDepth_Relative,0000000027.png,2,0.922874,49.16497171336207,51.224504141971984,11.199856566123032,0.18753922757185681
VideoDepth_Metric,0000000027.png,3,0.921879,64.12825520833333,64.00864349093214,0.8797246003224823,-3.3406531815395297
VideoDepth_Relative,0000000027.png,3,0.921879,64.12825520833333,59.9652099609375,8.334854359495676,-3.3406531815395297
VideoDepth_Metric,0000000027.png,4,0.966011,43.57353414948454,41.92107142648866,5.23475155267693,-6.356001564737248
VideoDepth_Relative,0000000027.png,4,0.966011,43.57353414948454,41.8767719072165,7.516120480139583,-6.356001564737248
VideoDepth_Metric,0000000027.png,5,0.996577,18.956110412768943,18.461103428011196,2.4535373154636337,-9.17863593026905
VideoDepth_Relative,0000000027.png,5,0.996577,18.956110412768943,18.383601404411404,4.3428960073084255,-9.17863593026905
VideoDepth_Metric,0000000027.png,6,0.972673,16.746898463162836,15.987917505144804,1.9944292643722528,6.8382081055386035
VideoDepth_Relative,0000000027.png,6,0.972673,16.746898463162836,15.246580274567886,3.6597115053361797,6.8382081055386035
VideoDepth_Metric,0000000027.png,7,0.947204,27.70468190632458,28.4057883501587,3.61246541443439,3.142808042901494
VideoDepth_Relative,0000000027.png,7,0.947204,27.70468190632458,30.024192646181383,9.451804568775307,3.142808042901494
VideoDepth_Metric,0000000027.png,8,0.992231,3.443992997491639,3.1630250220244682,0.7467911675875737,-34.33902692629719
VideoDepth_Relative,0000000027.png,8,0.992231,3.443992997491639,3.104670189694816,0.9100570549092621,-34.33902692629719
VideoDepth_Metric,0000000028.png,0,0.963841,8.497434232573726,8.459575564931109,0.38413629267877053,-16.606687616006678
VideoDepth_Relative,0000000028.png,0,0.963841,8.497434232573726,8.247208724307418,0.9649851040157792,-16.606687616006678
