,model,file_name,car_id,car_score,avg_gt_depth,avg_pred_depth,rmse,horizontal_angle,rgb_image,gt_depth_map,pred_depth_map,car_mask
36,DepthPro,0000000027.png,2,0.922874,49.16497171,49.64784831,3.019399734,0.187539228,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[17.02800869 13.68173191 12.93934403 ...  3.07690139  3.09466204
   3.1577565 ]
 [14.32996258 13.68269676 13.50942241 ...  3.06778936  3.09560569
   3.07588415]
 [13.47624601 13.45293452 13.47787359 ...  3.04377494  3.07333825
   3.09627451]
 ...
 [ 2.85237227  2.83794525  2.84199179 ...  3.64802819  3.64901351
   3.65360876]
 [ 2.86328683  2.85764194  2.85350451 ...  3.60318338  3.61964927
   3.61218577]
 [ 2.92003835  2.89574885  2.87020552 ...  3.57686622  3.58472906
   3.54949016]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
37,UniDepthV2,0000000027.png,2,0.922874,49.16497171,50.06097159,4.336432365,0.187539228,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.34596703 12.35425655 12.33630522 ... 10.76182977  8.85213761
   8.37577419]
 [12.32401768 12.35634835 12.33809989 ... 10.82604222  8.9229281
   8.41007142]
 [12.32603269 12.33431398 12.31639648 ... 10.91192609  9.01186466
   8.49403901]
 ...
 [ 2.36484723  2.36650226  2.37218707 ...  5.9903403   5.9902571
   5.98346832]
 [ 2.36444222  2.36607964  2.36949323 ...  5.96595675  5.96587401
   5.95911495]
 [ 2.36172781  2.36336272  2.36677196 ...  5.94152567  5.94158463
   5.93485574]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
38,DepthPro,0000000027.png,3,0.921879,64.12825521,63.7084604,0.983603652,-3.340653182,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[18.51106695 14.87334543 14.06629911 ...  3.34488481  3.36419232
   3.43278202]
 [15.5780339  14.87439432 14.6860286  ...  3.33497916  3.36521817
   3.34377897]
 [14.64996269 14.62462088 14.65173203 ...  3.3088732   3.34101133
   3.36594524]
 ...
 [ 3.10080027  3.08511673  3.08951571 ...  3.96575403  3.96682517
   3.97182064]
 [ 3.11266544  3.10652891  3.10203113 ...  3.91700345  3.93490343
   3.9267899 ]
 [ 3.17435974  3.14795474  3.12018672 ...  3.88839419  3.89694185
   3.85863381]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
39,UniDepthV2,0000000027.png,3,0.921879,64.12825521,63.97228566,0.611462255,-3.340653182,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.98740419 12.99612439 12.9772404  ... 11.32096276  9.31205217
   8.81093919]
 [12.96431445 12.99832488 12.97912831 ... 11.38851138  9.38652059
   8.84701834]
 [12.96643415 12.9751457  12.95629729 ... 11.47885737  9.48007787
   8.93534849]
 ...
 [ 2.48771334  2.48945435  2.49543452 ...  6.30156961  6.30148209
   6.2943406 ]
 [ 2.48728728  2.48900978  2.49260072 ...  6.27591921  6.27583217
   6.26872195]
 [ 2.48443184  2.48615169  2.48973807 ...  6.25021881  6.25028084
   6.24320235]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
40,DepthPro,0000000027.png,4,0.966011,43.57353415,42.38638933,3.85675307,-6.356001565,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[15.81932779 12.71057618 12.02088443 ...  2.85849699  2.87499695
   2.93361285]
 [13.31279419 12.71147255 12.55049754 ...  2.85003175  2.87587363
   2.85755196]
 [12.51967607 12.49801928 12.52118812 ...  2.82772192  2.85518677
   2.87649498]
 ...
 [ 2.64990538  2.63650242  2.64026173 ...  3.38908411  3.3899995
   3.39426856]
 [ 2.66004521  2.654801    2.65095726 ...  3.34742247  3.36271958
   3.35578586]
 [ 2.71276839  2.69020301  2.6664728  ...  3.32297336  3.33027808
   3.2975405 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
41,UniDepthV2,0000000027.png,4,0.966011,43.57353415,42.82295653,3.445702291,-6.356001565,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.17325117 12.18142472 12.16372453 ... 10.61127545  8.72829923
   8.25859997]
 [12.15160889 12.18348727 12.1654941  ... 10.67458959  8.79809939
   8.29241739]
 [12.15359571 12.16176115 12.14409431 ... 10.75927198  8.88579175
   8.37521031]
 ...
 [ 2.33176383  2.3333957   2.33900099 ...  5.90653748  5.90645545
   5.89976165]
 [ 2.33136448  2.332979    2.33634483 ...  5.88249506  5.88241347
   5.87574897]
 [ 2.32868804  2.33030008  2.33366163 ...  5.85840575  5.8584639
   5.85182914]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
42,DepthPro,0000000027.png,5,0.996577,18.95611041,18.54816021,1.3430361,-9.17863593,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[13.9803037  11.23294982 10.62343593 ...  2.5261918   2.54077361
   2.59257531]
 [11.76515895 11.23374199 11.0914806  ...  2.51871065  2.54154837
   2.52535663]
 [11.06424218 11.04510302 11.06557845 ...  2.49899438  2.52326639
   2.54209748]
 ...
 [ 2.34184932  2.33000447  2.33332676 ...  2.99509725  2.99590622
   2.999679  ]
 [ 2.35081037  2.34617581  2.34277891 ...  2.95827885  2.97179764
   2.96566997]
 [ 2.3974044   2.37746228  2.35649075 ...  2.93667198  2.94312752
   2.91419574]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
43,UniDepthV2,0000000027.png,5,0.996577,18.95611041,19.21018008,2.415191203,-9.17863593,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.34117436 12.34946066 12.3315163  ... 10.75765205  8.84870123
   8.37252273]
 [12.31923353 12.35155165 12.33331028 ... 10.82183958  8.91946424
   8.40680665]
 [12.32124776 12.32952583 12.31161529 ... 10.90769011  9.00836628
   8.49074165]
 ...
 [ 2.36392921  2.36558359  2.3712662  ...  5.98801486  5.9879317
   5.98114556]
 [ 2.36352435  2.36516114  2.3685734  ...  5.96364078  5.96355808
   5.95680164]
 [ 2.36081099  2.36244527  2.36585319 ...  5.93921918  5.93927813
   5.93255185]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
44,DepthPro,0000000027.png,6,0.972673,16.74689846,16.79481893,0.907058977,6.838208106,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[14.37235861 11.54795966 10.92135293 ...  2.59703474  2.61202548
   2.66527987]
 [12.09509373 11.54877404 11.40252316 ...  2.5893438   2.61282197
   2.59617615]
 [11.37452088 11.354845   11.37589463 ...  2.56907462  2.5940273
   2.61338648]
 ...
 [ 2.40752268  2.39534567  2.39876112 ...  3.07908989  3.07992154
   3.08380012]
 [ 2.41673503  2.4119705   2.40847834 ...  3.04123897  3.05513688
   3.04883737]
 [ 2.46463571  2.44413435  2.4225747  ...  3.01902618  3.02566275
   2.99591963]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
45,UniDepthV2,0000000027.png,6,0.972673,16.74689846,16.98388961,1.231612806,6.838208106,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.68536709 12.69388449 12.67543967 ... 11.05768068  9.09548963
   8.60603061]
 [12.66281433 12.6960338  12.67728368 ... 11.12365838  9.1682262
   8.6412707 ]
 [12.66488474 12.67339369 12.65498362 ... 11.21190327  9.25960769
   8.72754663]
 ...
 [ 2.42985869  2.43155921  2.43740031 ...  6.15501932  6.15493384
   6.14795844]
 [ 2.42944254  2.43112498  2.43463241 ...  6.12996546  6.12988044
   6.12293557]
 [ 2.42665351  2.42833336  2.43183633 ...  6.10486274  6.10492333
   6.09800946]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
46,DepthPro,0000000027.png,7,0.947204,27.70468191,27.68963264,2.049261166,3.142808043,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[15.14410806 12.16804796 11.50779447 ...  2.73648716  2.75228285
   2.80839683]
 [12.74456137 12.16890607 12.01480199 ...  2.72838324  2.7531221
   2.73558246]
 [11.98529607 11.96456366 11.98674359 ...  2.70702566  2.73331823
   2.75371693]
 ...
 [ 2.53679891  2.52396803  2.52756688 ...  3.24442712  3.24530343
   3.24939028]
 [ 2.54650593  2.54148557  2.53780588 ...  3.20454373  3.2191879
   3.21255014]
 [ 2.59697872  2.5753765   2.55265917 ...  3.18113818  3.18813111
   3.15679088]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
47,UniDepthV2,0000000027.png,7,0.947204,27.70468191,28.47553294,2.601141002,3.142808043,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.26220414 12.27043742 12.25260788 ... 10.68881467  8.79207908
   8.31894761]
 [12.24040371 12.27251503 12.25439038 ... 10.75259147  8.86238929
   8.35301215]
 [12.24240505 12.25063016 12.23283422 ... 10.83789265  8.95072244
   8.43641006]
 ...
 [ 2.34880261  2.3504464   2.35609265 ...  5.94969802  5.94961539
   5.94287267]
 [ 2.34840034  2.35002666  2.35341708 ...  5.92547991  5.92539773
   5.91868453]
 [ 2.34570434  2.34732816  2.35071428 ...  5.90121458  5.90127315
   5.89458991]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
48,DepthPro,0000000027.png,8,0.992231,3.443992997,3.519827411,0.76169795,-34.33902693,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[13.38205125 10.75226357 10.16883231 ...  2.41808968  2.4320475
   2.48163247]
 [11.26169813 10.75302184 10.61684817 ...  2.41092867  2.43278911
   2.41729025]
 [10.59077535 10.57245521 10.59205444 ...  2.39205611  2.41528946
   2.43331472]
 ...
 [ 2.24163568  2.23029771  2.23347782 ...  2.86692949  2.86770384
   2.87131517]
 [ 2.25021327  2.24577703  2.24252549 ...  2.83168663  2.84462692
   2.83876148]
 [ 2.29481342  2.27572467  2.25565056 ...  2.81100438  2.81718367
   2.78948996]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
49,UniDepthV2,0000000027.png,8,0.992231,3.443992997,3.489333901,0.948497939,-34.33902693,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  40  51]
  [ 36  40  50]
  [ 37  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 35  41  49]
  [ 35  40  48]
  [ 34  40  50]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 34  40  49]
  [ 33  40  49]
  [ 32  41  49]]

 ...

 [[ 19  20  25]
  [ 19  18  24]
  [ 19  18  23]
  ...
  [ 32  23  33]
  [ 20  19  29]
  [ 22  18  20]]

 [[ 19  20  25]
  [ 19  19  24]
  [ 19  19  23]
  ...
  [ 32  24  31]
  [ 22  19  30]
  [ 24  18  21]]

 [[ 19  19  23]
  [ 19  19  24]
  [ 19  19  24]
  ...
  [ 32  21  27]
  [ 22  20  26]
  [ 24  17  22]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.19561926 12.20380783 12.18607511 ... 10.63077344  8.7443373
   8.27377497]
 [12.17393721 12.20587417 12.18784793 ... 10.69420392  8.81426571
   8.30765453]
 [12.17592768 12.18410812 12.16640882 ... 10.77904191  8.90211921
   8.39059959]
 ...
 [ 2.3360484   2.33768326  2.34329885 ...  5.91739062  5.91730844
   5.91060234]
 [ 2.33564831  2.3372658   2.34063781 ...  5.89330402  5.89322228
   5.88654553]
 [ 2.33296696  2.33458196  2.33794968 ...  5.86917045  5.8692287
   5.86258175]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
