,model,file_name,car_id,car_score,avg_gt_depth,avg_pred_depth,rmse,horizontal_angle,rgb_image,gt_depth_map,pred_depth_map,car_mask
157,UniDepthV2,0000000228.png,7,0.993454,11.83884412,12.24881162,2.721672911,-34.39201593,"[[[116 199 255]
  [117 198 255]
  [117 198 255]
  ...
  [ 52  70  97]
  [ 53  71  97]
  [ 53  72  97]]
 [[115 197 255]
  [115 195 255]
  [117 195 255]
  ...
  [ 55  72  97]
  [ 54  73  97]
  [ 52  73  97]]
 [[122 194 255]
  [121 197 255]
  [121 198 255]
  ...
  [ 54  73  96]
  [ 53  73  96]
  [ 52  73  96]]
 ...
 [[ 12  11  14]
  [ 12  12  19]
  [ 12  16  21]
  ...
  [116 113 125]
  [120 121 128]
  [122 129 130]]
 [[ 13  11  12]
  [ 12  12  10]
  [ 12  12   7]
  ...
  [116  99  92]
  [120 103  92]
  [125 107  98]]
 [[  8   8  12]
  [  7   8   8]
  [  7   8   7]
  ...
  [113 100  93]
  [113  98  87]
  [114 100  86]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[80.         80.         80.         ... 17.71734064 17.71709682
  17.69713312]
 [80.         80.         80.         ... 17.7201218  17.71987798
  17.69990239]
 [80.         80.         80.         ... 17.72288711 17.72264328
  17.70265976]
 ...
 [ 6.49948002  6.51346363  6.52898352 ...  5.94917349  5.95485722
   5.95393595]
 [ 6.54276146  6.55018169  6.55620142 ...  5.91950497  5.92515996
   5.92424612]
 [ 6.5922683   6.59665264  6.59019977 ...  5.88997818  5.89560592
   5.89469803]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
158,DepthPro,0000000244.png,0,0.963924,33.24037078,32.81147693,1.939173479,-8.824977316,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[52.60204019 28.94754813 21.03454298 ... 20.35814707 22.27528002
  20.30514188]
 [21.53488121 20.17400336 19.36470664 ... 20.99856384 21.12082462
  20.41301703]
 [18.98746312 18.3784741  17.89263002 ... 21.45721206 21.2339384
  20.92619561]
 ...
 [ 4.55295415  4.53047899  4.53755927 ...  2.71227739  2.70512099
   2.69163987]
 [ 4.5448601   4.54006857  4.54387145 ...  2.71158538  2.70695461
   2.69388542]
 [ 4.57373133  4.54965464  4.5228456  ...  2.71641283  2.70976633
   2.70877316]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
159,UniDepthV2,0000000244.png,0,0.963924,33.24037078,33.19781169,2.42013697,-8.824977316,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[80.         80.         80.         ... 20.20884099 20.24666722
  20.17435842]
 [80.         80.         80.         ... 20.25092697 20.27865921
  20.18770257]
 [80.         80.         80.         ... 20.28302011 20.28226244
  20.22028237]
 ...
 [ 4.56710116  4.5701619   4.57996532 ...  3.03078314  3.03073328
   3.02664887]
 [ 4.56525994  4.5683183   4.57582247 ...  3.02510085  3.02505934
   3.02165961]
 [ 4.56113522  4.56419024  4.57061898 ...  3.01874177  3.01870002
   3.01530887]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
160,DepthPro,0000000244.png,1,0.996749,16.32310013,16.27960088,0.866270675,10.53940984,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[48.14626953 26.49548286 19.25276609 ... 18.63366577 20.38840379
  18.5851505 ]
 [19.71072208 18.46512036 17.72437688 ... 19.21983464 19.33173905
  18.68388785]
 [17.3790886  16.82168532 16.37699572 ... 19.63963207 19.43527128
  19.15359653]
 ...
 [ 4.16728623  4.14671487  4.15319541 ...  2.48252801  2.47597781
   2.46363863]
 [ 4.1598778   4.15549215  4.1589729  ...  2.48189462  2.47765611
   2.46569398]
 [ 4.18630343  4.16426621  4.13972809 ...  2.48631315  2.48022966
   2.47932062]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
161,UniDepthV2,0000000244.png,1,0.996749,16.32310013,16.4261859,0.903146018,10.53940984,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[77.79959275 77.79959275 77.79959275 ... 19.65299499 19.68978081
  19.61946087]
 [77.79959275 77.79959275 77.79959275 ... 19.69392339 19.72089286
  19.63243798]
 [77.79959275 77.79959275 77.79959275 ... 19.7251338  19.72439697
  19.66412168]
 ...
 [ 4.44148263  4.44445918  4.45399296 ...  2.94742117  2.94737268
   2.94340062]
 [ 4.43969206  4.44266629  4.44996406 ...  2.94189518  2.94185481
   2.93854859]
 [ 4.43568079  4.43865177  4.44490369 ...  2.935711    2.9356704
   2.93237253]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
162,DepthPro,0000000244.png,2,0.971978,22.00210135,21.74140355,1.235762315,6.670982859,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[48.71034985 26.80590319 19.47833096 ... 18.85197727 20.62727375
  18.8028936 ]
 [19.94165234 18.68145718 17.93203518 ... 19.44501368 19.55822916
  18.90278775]
 [17.58270151 17.01876771 16.56886814 ... 19.86972944 19.66297437
  19.37799952]
 ...
 [ 4.21611003  4.19529767  4.20185413 ...  2.51161324  2.5049863
   2.49250255]
 [ 4.20861481  4.20417778  4.20769931 ...  2.51097243  2.50668426
   2.49458198]
 [ 4.23535004  4.21305463  4.18822903 ...  2.51544272  2.50928796
   2.50836827]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
163,UniDepthV2,0000000244.png,2,0.971978,22.00210135,22.55403009,3.280227195,6.670982859,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[74.31007088 74.31007088 74.31007088 ... 18.77150508 18.80664096
  18.73947505]
 [74.31007088 74.31007088 74.31007088 ... 18.81059773 18.83635754
  18.75187011]
 [74.31007088 74.31007088 74.31007088 ... 18.84040827 18.83970449
  18.78213271]
 ...
 [ 4.24227013  4.24511318  4.25421935 ...  2.81522137  2.81517506
   2.81138115]
 [ 4.24055987  4.2434007   4.25037115 ...  2.80994323  2.80990468
   2.80674674]
 [ 4.23672852  4.23956625  4.24553775 ...  2.80403643  2.80399765
   2.8008477 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
164,DepthPro,0000000244.png,4,0.938479,73.96614583,73.19166767,1.828750657,-1.355751594,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[61.49274192 33.84021037 24.58976341 ... 23.79904428 26.04020757
  23.73708024]
 [25.17466789 23.58377693 22.63769434 ... 24.54770313 24.69062821
  23.86318826]
 [22.1966898  21.48477056 20.91680999 ... 25.08387125 24.82286027
  24.46310336]
 ...
 [ 5.32248623  5.29621235  5.30448934 ...  3.17070161  3.16233565
   3.14657597]
 [ 5.31302413  5.30742275  5.31186839 ...  3.16989264  3.16447919
   3.14920107]
 [ 5.34677513  5.31862904  5.28728879 ...  3.17553601  3.16776614
   3.16660511]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
165,UniDepthV2,0000000244.png,4,0.938479,73.96614583,73.85260632,0.978300972,-1.355751594,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[77.17488463 77.17488463 77.17488463 ... 19.49518715 19.53167759
  19.4619223 ]
 [77.17488463 77.17488463 77.17488463 ... 19.53578691 19.56253982
  19.47479521]
 [77.17488463 77.17488463 77.17488463 ... 19.56674671 19.5660158
  19.50622449]
 ...
 [ 4.40581881  4.40877146  4.41822869 ...  2.92375424  2.92370614
   2.91976597]
 [ 4.40404262  4.40699297  4.41423214 ...  2.91827261  2.91823257
   2.91495289]
 [ 4.40006356  4.40301069  4.4092124  ...  2.9121381   2.91209782
   2.90882643]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
166,DepthPro,0000000244.png,5,0.95507,49.48764535,49.66395289,2.303048837,-5.338673191,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[57.1867992  31.47059727 22.86789983 ... 22.13254969 24.21677869
  22.07492461]
 [23.4118472  21.93235614 21.05252166 ... 22.82878477 22.96170171
  22.19220208]
 [20.64239784 19.98032974 19.45213981 ... 23.32740847 23.08467441
  22.75010898]
 ...
 [ 4.94978662  4.92535254  4.93304994 ...  2.94867769  2.94089755
   2.92624141]
 [ 4.9409871   4.93577794  4.93991228 ...  2.94792537  2.94289099
   2.92868269]
 [ 4.97237472  4.94619952  4.91705383 ...  2.95317357  2.94594777
   2.94486804]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
167,UniDepthV2,0000000244.png,5,0.95507,49.48764535,51.06807395,3.992788242,-5.338673191,"[[[105 175 254]
  [105 173 249]
  [ 99 171 255]
  ...
  [ 27  49  66]
  [ 34  65  82]
  [ 53  74  79]]
 [[105 174 231]
  [105 174 242]
  [108 176 245]
  ...
  [ 23  51  67]
  [ 34  65  79]
  [ 53  75  75]]
 [[115 160 231]
  [115 165 252]
  [111 170 255]
  ...
  [ 23  50  64]
  [ 36  65  71]
  [ 54  78  72]]
 ...
 [[ 20  20  23]
  [ 20  19  22]
  [ 20  19  21]
  ...
  [ 59  83 111]
  [ 59  81 112]
  [ 60  79 110]]
 [[ 20  23  23]
  [ 20  21  22]
  [ 20  20  22]
  ...
  [ 59  81 113]
  [ 60  81 112]
  [ 61  80 112]]
 [[ 24  23  23]
  [ 24  24  22]
  [ 22  23  22]
  ...
  [ 57  81 113]
  [ 57  79 112]
  [ 56  78 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[80.         80.         80.         ... 21.07285537 21.11229884
  21.03689853]
 [80.         80.         80.         ... 21.11674071 21.14565862
  21.0508132 ]
 [80.         80.         80.         ... 21.15020597 21.1494159
  21.08478592]
 ...
 [ 4.76236426  4.76555586  4.77577843 ...  3.16036208  3.16031009
   3.15605106]
 [ 4.76044433  4.76363344  4.77145845 ...  3.15443685  3.15439357
   3.15084848]
 [ 4.75614326  4.75932889  4.76603249 ...  3.14780589  3.14776236
   3.14422622]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
168,DepthPro,0000000260.png,0,0.976108,19.36251498,19.15713822,0.973560603,-13.03749779,"[[[110 175 255]
  [110 175 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[110 173 255]
  [110 174 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[116 175 255]
  [115 175 255]
  [115 177 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 ...
 [[130 126 137]
  [130 132 138]
  [127 137 140]
  ...
  [ 43  54  70]
  [ 42  55  70]
  [ 41  55  71]]
 [[128 129 140]
  [128 137 142]
  [127 138 141]
  ...
  [ 43  55  67]
  [ 41  55  67]
  [ 39  55  68]]
 [[133 141 140]
  [133 143 141]
  [136 140 142]
  ...
  [ 42  55  67]
  [ 42  55  67]
  [ 42  55  67]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[78.25341728 78.25341728 78.25341728 ... 26.44767269 30.10853097
  28.93155166]
 [78.25341728 78.25341728 78.25341728 ... 26.90002078 26.96398094
  26.31328396]
 [78.25341728 78.25341728 78.25341728 ... 28.67293857 28.04957979
  27.44690424]
 ...
 [ 7.05630856  6.98090042  7.00064193 ...  3.39977989  3.40069292
   3.38222498]
 [ 6.77783222  6.78090784  6.86185293 ...  3.40928123  3.41268708
   3.38836829]
 [ 6.62114456  6.62400282  6.68775216 ...  3.38858961  3.38176369
   3.34930249]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
169,UniDepthV2,0000000260.png,0,0.976108,19.36251498,19.33874892,0.91097605,-13.03749779,"[[[110 175 255]
  [110 175 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[110 173 255]
  [110 174 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[116 175 255]
  [115 175 255]
  [115 177 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 ...
 [[130 126 137]
  [130 132 138]
  [127 137 140]
  ...
  [ 43  54  70]
  [ 42  55  70]
  [ 41  55  71]]
 [[128 129 140]
  [128 137 142]
  [127 138 141]
  ...
  [ 43  55  67]
  [ 41  55  67]
  [ 39  55  68]]
 [[133 141 140]
  [133 143 141]
  [136 140 142]
  ...
  [ 42  55  67]
  [ 42  55  67]
  [ 42  55  67]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[77.97196094 77.97196094 77.97196094 ... 27.54684495 27.59858454
  27.51434226]
 [77.97196094 77.97196094 77.97196094 ... 27.55125821 27.60300337
  27.51873878]
 [77.97196094 77.97196094 77.97196094 ... 27.5556473  27.6073999
  27.523113  ]
 ...
 [ 6.70305494  6.70753559  6.71055274 ...  3.62211555  3.62126251
   3.61720176]
 [ 6.6631962   6.66764757  6.67064659 ...  3.62417974  3.62413024
   3.62006764]
 [ 6.61396765  6.62787527  6.6309705  ...  3.62441257  3.62436285
   3.62030117]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
170,DepthPro,0000000260.png,1,0.951461,27.59375,27.1569343,3.070480855,-8.218822232,"[[[110 175 255]
  [110 175 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[110 173 255]
  [110 174 255]
  [109 176 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 [[116 175 255]
  [115 175 255]
  [115 177 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]
 ...
 [[130 126 137]
  [130 132 138]
  [127 137 140]
  ...
  [ 43  54  70]
  [ 42  55  70]
  [ 41  55  71]]
 [[128 129 140]
  [128 137 142]
  [127 138 141]
  ...
  [ 43  55  67]
  [ 41  55  67]
  [ 39  55  68]]
 [[133 141 140]
  [133 143 141]
  [136 140 142]
  ...
  [ 42  55  67]
  [ 42  55  67]
  [ 42  55  67]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[79.53080755 79.53080755 79.53080755 ... 26.87939824 30.6000155
  29.40382347]
 [79.53080755 79.53080755 79.53080755 ... 27.33913036 27.40413459
  26.74281578]
 [79.53080755 79.53080755 79.53080755 ... 29.14098884 28.50745449
  27.89494101]
 ...
 [ 7.17149407  7.09485498  7.11491875 ...  3.45527709  3.45620502
   3.43743563]
 [ 6.88847195  6.89159777  6.97386419 ...  3.46493353  3.46839498
   3.44367921]
 [ 6.72922656  6.73213148  6.79692144 ...  3.44390415  3.4369668
   3.40397571]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
